sequence accession,strain_name,state,subtype,NA_clade,HA_clade
MG763270,A/swine/Iowa/A02138535/2017,Iowa,H3N2,N2.2002B,2010.1
MG763240,A/swine/Iowa/A02138536/2017,Iowa,H3N2,N2.2002B,2010.1
MG775675,A/swine/Iowa/A02137150/2017,Iowa,H1N2,N2.1998B,delta2
MG707000,A/swine/Missouri/A01785376/2017,Missouri,H1N2,N2.2002A,gamma
MG763276,A/swine/Missouri/A02137164/2017,Missouri,H1N2,N2.2002A,gamma
MG739518,A/swine/Iowa/A01785379/2017,Iowa,H3N2,N2.2002B,2010.1
MG739526,A/swine/Nebraska/A01785381/2017,Nebraska,H3N2,N2.2002B,cluster_ivb
MG775663,A/swine/Iowa/A02138494/2017,Iowa,H1N2,N2.1998B,delta2
MG822895,A/swine/North_Carolina/A02138766/2017,North Carolina,H3N2,N2.1998B,cluster_ivb
MG822905,A/swine/Illinois/A02138769/2017,Illinois,H1N2,N2.1998B,delta2
MG739528,A/swine/Nebraska/A01785383/2017,Nebraska,H3N2,N2.2002A,cluster_iva
MG822909,A/swine/Oklahoma/A02138767/2017,Oklahoma,H1N2,N2.2002B,alpha
MG822875,A/swine/Illinois/A02138512/2017,Illinois,H1N2,N2.2002B,delta1a
MG822883,A/swine/Iowa/A02138770/2017,Iowa,H3N2,N2.2002B,2010.1
MG832876,A/swine/Iowa/A02139133/2017,Iowa,H3N2,N2.2002B,2010.1
MG822877,A/swine/Pennsylvania/A02138663/2017,Pennsylvania,H1N2,N2.1998B,delta2
MG822889,A/swine/Iowa/A02138601/2017,Iowa,H3N2,N2.2002A,cluster_iva
MG822885,A/swine/Iowa/A02138764/2017,Iowa,H3N2,N2.2002B,2010.1
MG822897,A/swine/North_Carolina/A02138712/2017,North Carolina,H3N2,N2.2002B,2010.1
MG754503,A/swine/Arkansas/A01678528/2017,Arkansas,H3N2,human_seasonal,2010.2
MG745984,A/swine/Iowa/A01678527/2017,Iowa,H3N2,N2.2002A,2010.1
MG822891,A/swine/Iowa/A02138762/2017,Iowa,H3N2,N2.2002B,2010.1
MG832848,A/swine/Iowa/A02139130/2017,Iowa,H3N2,N2.2002B,2010.1
MG775656,A/swine/Oklahoma/A01678529/2017,Oklahoma,H3N2,human_seasonal,2010.2
MG784994,A/swine/South_Dakota/A01785386/2017,South Dakota,H1N2,N2.2002A,delta1b
MG784986,A/swine/South_Dakota/A01785387/2017,South Dakota,H1N2,N2.2002A,delta1b
MG977433,A/swine/Utah/A02138837/2017,Utah,H3N2,N2.2002B,2010.1
MH120415,A/swine/Iowa/A01785390/2017,Iowa,H1N2,N2.2002A,delta1b
MG832874,A/swine/Iowa/A02139131/2017,Iowa,H3N2,N2.2002A,2010.1
MG784990,A/swine/Minnesota/A01785384/2017,Minnesota,H3N2,N2.2002B,2010.1
MG870366,A/swine/Minnesota/A01785389/2017,Minnesota,H3N2,N2.2002B,2010.1
MG832868,A/swine/North_Carolina/A02138817/2017,North Carolina,H1N2,N2.1998B,delta2
MG784992,A/swine/South_Dakota/A01785388/2017,South Dakota,H1N2,N2.2002A,delta1b
MG832864,A/swine/Arkansas/A02139135/2017,Arkansas,H3N2,N2.2002A,2010.1
MG870275,A/swine/Iowa/A02138920/2017,Iowa,H1N2,N2.1998B,delta2
MG832854,A/swine/Iowa/A02139129/2017,Iowa,H3N2,N2.2002B,2010.1
MG832654,A/swine/North_Carolina/A01785397/2017,North Carolina,H1N2,N2.1998B,delta2
MG832866,A/swine/Illinois/A02138942/2017,Illinois,H1N2,N2.2002B,delta1a
MG832650,A/swine/Minnesota/A01785393/2017,Minnesota,H3N2,N2.2002B,2010.1
MG832862,A/swine/Iowa/A02138970/2017,Iowa,H3N2,N2.2002B,2010.1
MG870378,A/swine/Nebraska/A01785395/2017,Nebraska,H3N2,N2.2002B,cluster_ivb
MG832648,A/swine/Ohio/A01785399/2017,Ohio,H3N2,N2.2002A,2010.1
MG832646,A/swine/Minnesota/A01785400/2017,Minnesota,H3N2,N2.2002B,2010.1
MG832878,A/swine/Minnesota/A02139250/2017,Minnesota,H3N2,N2.2002B,cluster_ivc
MG832652,A/swine/Nebraska/A01785401/2017,Nebraska,H1N2,N2.2002B,delta1a
MG870265,A/swine/Iowa/A02139141/2017,Iowa,H1N2,N2.2002B,delta1a
MG832656,A/swine/North_Carolina/A01785402/2017,North Carolina,H1N2,N2.1998B,delta2
MG825102,A/swine/Illinois/A01644323/2018,Illinois,H1N2,N2.2002B,delta1a
MG917067,A/swine/Iowa/A02139245/2018,Iowa,H3N2,N2.2002B,2010.1
MG870271,A/swine/Iowa/A02139248/2018,Iowa,H1N2,N2.1998B,delta2
MG917069,A/swine/Illinois/A02139356/2018,Illinois,H1N2,N2.1998B,delta2
MG870370,A/swine/Iowa/A01785403/2018,Iowa,H1N2,N2.1998B,delta2
MG870263,A/swine/Iowa/A02139351/2018,Iowa,H3N2,N2.1998,unknown
MG870287,A/swine/Iowa/A02139357/2018,Iowa,H1N2,N2.2002B,delta1a
MG917065,A/swine/Indiana/A02139355/2018,Indiana,H1N2,N2.2002B,delta1a
MG917053,A/swine/Iowa/A02139353/2018,Iowa,H3N2,N2.2002A,2010.1
MG967548,A/swine/Nebraska/A01785407/2018,Nebraska,H3N2,N2.2002B,2010.1
MG907120,A/swine/North_Carolina/A01785410/2018,North Carolina,H3N2,N2.2002B,2010.1
MG930915,A/swine/Ohio/A02139385/2018,Ohio,H1N2,N2.2002B,alpha
MG917073,A/swine/South_Dakota/A02139354/2018,South Dakota,H1N2,N2.2002A,delta1b
MG907116,A/swine/Iowa/A01785409/2018,Iowa,H1N2,N2.1998B,delta2
MG870279,A/swine/Iowa/A02140512/2018,Iowa,H1N2,N2.2002A,delta1a
MG930911,A/swine/Iowa/A02140802/2018,Iowa,H3N2,N2.2002A,2010.1
MG917049,A/swine/Nebraska/A02140795/2018,Nebraska,H3N2,N2.2002B,2010.1
MH014785,A/swine/South_Dakota/A01785408/2018,South Dakota,H3N2,N2.2002A,2010.1
MG917071,A/swine/Iowa/A02140816/2018,Iowa,H1N2,N2.1998B,delta2
MG930943,A/swine/Minnesota/A01785415/2018,Minnesota,H3N2,N2.2002B,2010.1
MG907118,A/swine/Nebraska/A01785413/2018,Nebraska,H3N2,N2.1998,cluster_ivb
MG930919,A/swine/Illinois/A02140801/2018,Illinois,H3N2,N2.2002B,2010.1
MG917075,A/swine/Iowa/A02140805/2018,Iowa,H1N2,N2.1998B,delta2
MG954319,A/swine/Minnesota/A01785416/2018,Minnesota,H3N2,N2.2002B,2010.1
MG917059,A/swine/North_Carolina/A02140803/2018,North Carolina,H3N2,N2.2002B,2010.1
MG917057,A/swine/North_Carolina/A02140658/2018,North Carolina,H1N2,N2.2002B,delta1a
MG917047,A/swine/North_Carolina/A02140660/2018,North Carolina,H3N2,N2.2002B,2010.1
MG917079,A/swine/North_Carolina/A02140665/2018,North Carolina,H3N2,N2.2002B,2010.1
MG917061,A/swine/North_Carolina/A02140804/2018,North Carolina,H1N2,N2.1998B,delta2
MG954311,A/swine/Nebraska/A01785418/2018,Nebraska,H1N2,N2.2002B,delta1a
MG954323,A/swine/North_Carolina/A01785419/2018,North Carolina,H3N2,N2.2002B,2010.1
MG996525,A/swine/Minnesota/A01785424/2018,Minnesota,H1N2,N2.2002A,delta1b
MG954315,A/swine/Texas/A01785420/2018,Texas,H3N2,N2.2002B,cluster_iva
MG930941,A/swine/Minnesota/A01785422/2018,Minnesota,H3N2,N2.2002A,2010.1
MG930939,A/swine/Nebraska/A01785423/2018,Nebraska,H3N2,N2.1998,cluster_ivb
MG954325,A/swine/North_Carolina/A01785421/2018,North Carolina,H3N2,N2.2002B,cluster_ivb
MG930923,A/swine/North_Carolina/A02140834/2018,North Carolina,H1N2,N2.1998B,delta2
MG930921,A/swine/Iowa/A02140874/2018,Iowa,H3N2,N2.2002B,cluster_ivb
MG930913,A/swine/Nebraska/A02140873/2018,Nebraska,H3N2,N2.2002B,2010.1
MG977437,A/swine/Wisconsin/A02140875/2018,Wisconsin,H3N2,N2.2002B,2010.1
MG983212,A/swine/Missouri/A02200041/2018,Missouri,H3N2,N2.2002A,2010.1
MG954327,A/swine/Minnesota/A01785432/2018,Minnesota,H1N2,N2.1998B,delta2
MG996527,A/swine/Kansas/A01785429/2018,Kansas,H3N2,N2.2002A,cluster_iva
MG954321,A/swine/Minnesota/A01785430/2018,Minnesota,H1N2,N2.1998B,delta2
MG977429,A/swine/South_Dakota/A02142231/2018,South Dakota,H1N2,N2.2002A,delta1b
MG977435,A/swine/Utah/A02142228/2018,Utah,H3N2,N2.2002B,2010.1
MG977431,A/swine/Iowa/A02142190/2018,Iowa,H1N2,N2.2002B,delta1a
MG983497,A/swine/Missouri/A02142415/2018,Missouri,H3N2,N2.2002A,2010.1
MH016393,A/swine/North_Carolina/A02142320/2018,North Carolina,H1N2,N2.2002B,alpha
MH016407,A/swine/Iowa/A02142411/2018,Iowa,H3N2,N2.2002B,2010.1
MG967550,A/swine/Nebraska/A01785442/2018,Nebraska,H3N2,N2.2002B,cluster_ivb
MH037823,A/swine/Illinois/A02142422/2018,Illinois,H1N2,N2.2002B,alpha
MG983503,A/swine/Illinois/A02142485/2018,Illinois,H1N2,N2.1998B,delta2
MH037817,A/swine/Iowa/A02142465/2018,Iowa,H1N2,N2.1998B,delta2
MH037821,A/swine/Illinois/A02142602/2018,Illinois,H1N2,N2.2002B,alpha
MH037827,A/swine/Iowa/A02142808/2018,Iowa,H1N2,N2.1998B,delta2
MH037825,A/swine/Iowa/A02142809/2018,Iowa,H1N2,N2.2002B,delta1a
MH094836,A/swine/Iowa/A02142813/2018,Iowa,H1N2,N2.2002B,delta1a
MH037819,A/swine/Missouri/A02142811/2018,Missouri,H1N2,N2.2002B,delta1a
MH016389,A/swine/North_Carolina/A02142700/2018,North Carolina,H3N2,N2.2002B,2010.1
MH094825,A/swine/Indiana/A02142816/2018,Indiana,H1N2,N2.2002B,delta1a
MH037829,A/swine/Iowa/A02142815/2018,Iowa,H1N2,N2.2002B,alpha
MH016399,A/swine/Nebraska/A02142683/2018,Nebraska,H3N2,N2.2002A,cluster_iva
MH094840,A/swine/North_Carolina/A02142722/2018,North Carolina,H3N2,N2.2002B,2010.1
MG991744,A/swine/SouthDakota/A01678540/2018,Unknown,H1N2,N2.2002A,delta1b
MH031336,A/swine/Texas/A01785447/2018,Texas,H1N2,N2.2002B,delta1a
MH031330,A/swine/Texas/A01785448/2018,Texas,H1N2,N2.2002B,alpha
MH157024,A/swine/North_Carolina/A01785450/2018,North Carolina,H3N2,N2.2002B,2010.1
MH037831,A/swine/Indiana/A02142780/2018,Indiana,H1N2,N2.2002B,alpha
MH094842,A/swine/Indiana/A02154068/2018,Indiana,H1N2,N2.1998B,delta2
MH094838,A/swine/Iowa/A02154071/2018,Iowa,H3N2,N2.2002B,2010.1
MH094823,A/swine/Iowa/A02154074/2018,Iowa,H1N2,N2.1998B,delta2
MH055381,A/swine/Nebraska/A01785451/2018,Nebraska,H3N2,N2.2002B,cluster_ivb
MH094819,A/swine/Iowa/A02154072/2018,Iowa,H3N2,N2.2002B,cluster_iva
MH094834,A/swine/Iowa/A02154076/2018,Iowa,H3N2,N2.2002B,2010.1
MH094817,A/swine/Iowa/A02154077/2018,Iowa,H1N2,N2.2002B,delta1a
MH016397,A/swine/North_Carolina/A02142401/2018,North Carolina,H3N2,N2.2002B,2010.1
MH120419,A/swine/Kasnas/A01785454/2018,Unknown,H1N2,N2.2002B,alpha
MH156840,A/swine/Indiana/A02154756/2018,Indiana,H1N2,N2.1998B,delta2
MH156818,A/swine/Iowa/A02154760/2018,Iowa,H1N2,N2.1998B,delta2
MH156838,A/swine/Iowa/A02154763/2018,Iowa,H3N2,N2.2002B,2010.1
MH156826,A/swine/Iowa/A02154766/2018,Iowa,H3N2,N2.2002B,cluster_iva
MH157018,A/swine/Minnesota/A01785461/2018,Minnesota,H3N2,N2.2002B,2010.1
MH160343,A/swine/Colorado/A02155470/2018,Colorado,H1N2,N2.2002B,delta1a
MH160333,A/swine/Iowa/A02155468/2018,Iowa,H1N2,N2.1998B,delta2
MH234858,A/swine/Kansas/A01378039/2018,Kansas,H3N2,N2.2002A,cluster_iva
MH160339,A/swine/Iowa/A02155469/2018,Iowa,H3N2,N2.2002A,2010.1
MH160351,A/swine/Missouri/A02155471/2018,Missouri,H1N2,N2.2002A,gamma
MH223575,A/swine/Iowa/A01785504/2018,Iowa,H3N2,N2.2002B,2010.1
MH160341,A/swine/Missouri/A02155475/2018,Missouri,H1N2,N2.2002A,gamma
MH160331,A/swine/Illinois/A02154869/2018,Illinois,H3N2,N2.2002A,2010.1
MH118092,A/swine/Iowa/A01678547/2018,Iowa,H3N2,N2.2002B,2010.1
MH157022,A/swine/Minnesota/A01785463/2018,Minnesota,H3N2,N2.2002B,2010.1
MH160345,A/swine/Nebraska/A02155428/2018,Nebraska,H3N2,N2.2002A,cluster_iva
MH234401,A/swine/Ohio/OH-18-5253/2018,Ohio,H3N2,N2.2002B,2010.1
MH160349,A/swine/Iowa/A02155525/2018,Iowa,H1N2,N2.2002A,delta1a
MH160335,A/swine/North_Carolina/A02155541/2018,North Carolina,H3N2,N2.2002B,2010.1
MH182144,A/swine/Indiana/A02155591/2018,Indiana,H1N2,N2.2002B,delta1a
MH182134,A/swine/Iowa/A02155657/2018,Iowa,H1N2,N2.2002B,alpha
MH182128,A/swine/Nebraska/A01785465/2018,Nebraska,H1N2,N2.2002A,delta1b
MH182148,A/swine/Iowa/A02155659/2018,Iowa,H1N2,N2.2002B,delta1a
MH182132,A/swine/Iowa/A02155665/2018,Iowa,H1N2,N2.2002A,delta1a
MH259490,A/swine/Minnesota/A01785468/2018,Minnesota,H3N2,N2.2002A,2010.1
MH157020,A/swine/South_Dakota/A01785471/2018,South Dakota,H3N2,N2.2002A,cluster_iva
MH182136,A/swine/Indiana/A02155664/2018,Indiana,H1N2,N2.2002B,gamma
MH201021,A/swine/Minnesota/A02156983/2018,Minnesota,H1N2,N2.2002B,delta1a
MH179047,A/swine/SouthDakota/A01678549/2018,Unknown,H3N2,N2.2002A,cluster_iva
MH201029,A/swine/Iowa/A02156987/2018,Iowa,H3N2,N2.2002B,2010.1
MH223581,A/swine/Minnesota/A01785475/2018,Minnesota,H1N2,N2.2002B,gamma
MH223579,A/swine/Minnesota/A01785476/2018,Minnesota,H3N2,N2.2002B,cluster_ivb
MH259492,A/swine/Minnesota/A01785477/2018,Minnesota,H1N2,N2.2002B,delta1a
MH201015,A/swine/Oklahoma/A02156988/2018,Oklahoma,H1N2,N2.2002A,delta1a
MH182108,A/swine/Colorado/A01785480/2018,Colorado,H1N2,N2.1998A,delta1a
MH182126,A/swine/Iowa/A01785481/2018,Iowa,H1N2,N2.2002B,gamma
MH201019,A/swine/Iowa/A02156341/2018,Iowa,H1N2,N2.1998B,delta2
MH182110,A/swine/Oklahoma/A01785478/2018,Oklahoma,H1N2,N2.2002B,delta1a
MH201009,A/swine/North_Carolina/A02156991/2018,North Carolina,H3N2,N2.2002B,cluster_ivb
MH259496,A/swine/Iowa/A02157332/2018,Iowa,H1N2,N2.2002B,delta1a
MH182118,A/swine/Minnesota/A01785483/2018,Minnesota,H1N2,N2.2002B,delta1a
MH234409,A/swine/Ohio/OH-18-6906/2018,Ohio,H3N2,N2.2002B,cluster_iva
MH259498,A/swine/Iowa/A02157329/2018,Iowa,H1N2,N2.1998B,delta2
MH223583,A/swine/Missouri/A01785484/2018,Missouri,H3N2,N2.2002A,2010.1
MH234417,A/swine/Ohio/OH-18-6910/2018,Ohio,H3N2,N2.2002B,cluster_iva
MH259512,A/swine/Iowa/A02157004/2018,Iowa,H1N2,N2.1998B,delta2
MH376899,A/swine/Minnesota/A01785488/2018,Minnesota,H3N2,N2.2002B,cluster_iva
MH259518,A/swine/Illinois/A02157056/2018,Illinois,H3N2,N2.2002A,cluster_ive
MH252086,A/swine/Minnesota/A01785489/2018,Minnesota,H3N2,N2.2002B,2010.1
MH223587,A/swine/Minnesota/A01785491/2018,Minnesota,H3N2,N2.2002B,2010.1
MH252088,A/swine/Minnesota/A01785492/2018,Minnesota,H1N2,N2.2002B,delta1a
MH259506,A/swine/Oklahoma/A02157314/2018,Oklahoma,H1N2,N2.2002B,alpha
MH279984,A/swine/Iowa/A02157388/2018,Iowa,H1N2,N2.1998B,delta2
MH234425,A/swine/Ohio/OH-18-7450/2018,Ohio,H3N2,N2.2002B,cluster_iva
MH279990,A/swine/Indiana/A02157541/2018,Indiana,H1N2,N2.2002B,delta1a
MH279996,A/swine/Iowa/A02157543/2018,Iowa,H3N2,N2.2002A,2010.1
MH279976,A/swine/Minnesota/A01785496/2018,Minnesota,H3N2,N2.2002B,2010.1
MH341206,A/swine/Minnesota/A01785497/2018,Minnesota,H3N2,N2.2002A,2010.1
MH261378,A/swine/Ilinois/A01644389/2018,Unknown,H1N2,N2.2002B,delta1a
MH234449,A/swine/Ohio/OH-18-7969/2018,Ohio,H3N2,N2.2002B,2010.1
MH396717,A/swine/Illinois/A02157600/2018,Illinois,H1N2,N2.2002B,alpha
MH371225,A/swine/Iowa/A02157545/2018,Iowa,H1N2,N2.1998B,delta2
MH279994,A/swine/Iowa/A02157567/2018,Iowa,H3N2,N2.2002A,cluster_iva
MH234441,A/swine/Ohio/OH-18-7965/2018,Ohio,H3N2,N2.2002B,cluster_iva
MH345753,A/swine/Iowa/A02157795/2018,Iowa,H3N2,N2.2002B,2010.1
MH279974,A/swine/Missouri/A01785500/2018,Missouri,H1N2,N2.1998B,delta2
MH279982,A/swine/North_Carolina/A02157639/2018,North Carolina,H1N2,N2.2002B,alpha
MH257679,A/swine/Iowa/A01678555/2018,Iowa,H3N2,N2.2002A,2010.1
MH279978,A/swine/Iowa/A01785505/2018,Iowa,H3N2,N2.2002B,2010.1
MH345747,A/swine/Iowa/A02157800/2018,Iowa,H1N2,N2.2002B,delta1b
MH279980,A/swine/Missouri/A01785503/2018,Missouri,H1N2,N2.1998B,delta2
MH345737,A/swine/Iowa/A02157712/2018,Iowa,H1N2,N2.2002B,delta1a
MH345759,A/swine/Iowa/A02157801/2018,Iowa,H3N2,N2.2002A,2010.1
MH345755,A/swine/Iowa/A02157802/2018,Iowa,H1N2,N2.2002B,delta1a
MH345757,A/swine/Tennessee/A02157798/2018,Tennessee,H3N2,N2.1998,unknown
MH365340,A/swine/Minnesota/A01785507/2018,Minnesota,H1N2,N2.1998B,delta2
MH371211,A/swine/Iowa/A02157968/2018,Iowa,H1N2,N2.1998B,delta2
MH279900,A/swine/Kansas/A01378040/2018,Kansas,H3N2,N2.2002A,cluster_iva
MH299809,A/swine/Minnesota/A01678556/2018,Minnesota,H3N2,N2.2002A,cluster_iva
MH350905,A/swine/Oklahoma/A02157971/2018,Oklahoma,H1N2,N2.2002B,alpha
MH345751,A/swine/Iowa/A02157859/2018,Iowa,H3N2,N2.2002A,2010.1
MH412694,A/swine/North_Carolina/A01785522/2018,North Carolina,H3N2,N2.2002B,2010.1
MH350909,A/swine/Minnesota/A02157976/2018,Minnesota,H3N2,N2.2002A,cluster_iva
MH350897,A/swine/Indiana/A02157975/2018,Indiana,H1N2,N2.2002B,alpha
MH350913,A/swine/Iowa/A02157978/2018,Iowa,H1N2,N2.2002B,alpha
MH365336,A/swine/Nebraska/A01785515/2018,Nebraska,H3N2,N2.2002B,cluster_ivb
MH376901,A/swine/Oklahoma/A01785514/2018,Oklahoma,H3N2,N2.2002A,2010.1
MH412700,A/swine/Missouri/A01785517/2018,Missouri,H1N2,N2.1998B,delta2
MH371207,A/swine/Iowa/A02158025/2018,Iowa,H1N2,N2.2002B,alpha
MH371209,A/swine/Iowa/A02158151/2018,Iowa,H3N2,N2.2002A,2010.1
MH371215,A/swine/Nebraska/A02157995/2018,Nebraska,H3N2,N2.2002A,cluster_iva
MH371219,A/swine/Illinois/A02158149/2018,Illinois,H1N2,N2.2002B,delta1a
MH396701,A/swine/Iowa/A02158153/2018,Iowa,H1N2,N2.1998B,delta2
MH376897,A/swine/Iowa/A01785524/2018,Iowa,H1N2,N2.2002B,delta1a
MH445475,A/swine/Iowa/A01785526/2018,Iowa,H1N2,N2.2002B,delta1a
MH371213,A/swine/Iowa/A02158150/2018,Iowa,H1N2,N2.2002B,delta1a
MH396711,A/swine/Indiana/A02158148/2018,Indiana,H1N2,N2.1998B,delta2
MH444866,A/swine/Iowa/A02158359/2018,Iowa,H3N2,N2.2002B,2010.1
MH477728,A/swine/North_Carolina/A01785530/2018,North Carolina,H1N2,N2.1998B,delta2
MH444860,A/swine/Indiana/A02158356/2018,Indiana,H1N2,N2.2002B,alpha
MH396705,A/swine/Iowa/A02158353/2018,Iowa,H1N2,N2.2002B,alpha
MH396715,A/swine/Iowa/A02158355/2018,Iowa,H3N2,N2.2002A,2010.1
MH396707,A/swine/Iowa/A02158357/2018,Iowa,H3N2,N2.2002B,2010.1
MH493673,A/swine/Texas/A01785529/2018,Texas,H3N2,N2.2002A,2010.1
MH412698,A/swine/Minnesota/A01785531/2018,Minnesota,H3N2,N2.2002A,2010.1
MH396697,A/swine/Iowa/A02158360/2018,Iowa,H3N2,N2.2002B,2010.1
MH445460,A/swine/Kansas/A01785532/2018,Kansas,H1N2,N2.2002A,delta1a
MH396699,A/swine/Utah/A02158322/2018,Utah,H3N2,N2.2002B,2010.1
MH463581,A/swine/Indiana/A01812278/2018,Indiana,H1N2,N2.2002B,delta1a
MH463569,A/swine/Indiana/A01812277/2018,Indiana,H1N2,N2.2002B,delta1a
MH445467,A/swine/Kansas/A01785533/2018,Kansas,H1N2,N2.2002B,alpha
MH445473,A/swine/Kansas/A01785536/2018,Kansas,H3N2,N2.2002A,2010.1
MH444862,A/swine/Iowa/A02158519/2018,Iowa,H3N2,N2.2002B,2010.1
MH444856,A/swine/Iowa/A02158520/2018,Iowa,H3N2,N2.2002B,2010.1
MH445471,A/swine/Nebraska/A01785535/2018,Nebraska,H3N2,N2.1998,cluster_ivb
MH477734,A/swine/North_Carolina/A01785534/2018,North Carolina,H3N2,N2.2002B,2010.1
MH444868,A/swine/Illinois/A02158517/2018,Illinois,H1N2,N2.2002B,delta1a
MH392713,A/swine/Nebraska/A01678559/2018,Nebraska,H1N2,N2.2002A,delta1b
MH412696,A/swine/North_Carolina/A01785537/2018,North Carolina,H3N2,N2.2002B,2010.1
MH444850,A/swine/Illinois/A02158521/2018,Illinois,H1N2,N2.2002B,alpha
MH540408,A/swine/Iowa/A02169078/2018,Iowa,H3N2,N2.1998B,cluster_ivb
MH444848,A/swine/Minnesota/A02158518/2018,Minnesota,H3N2,N2.2002B,2010.1
MH477732,A/swine/North_Carolina/A01785538/2018,North Carolina,H3N2,N2.2002B,2010.1
MH463577,A/swine/Missouri/A02158717/2018,Missouri,H1N2,N2.1998B,delta2
MH463589,A/swine/Iowa/A02158718/2018,Iowa,H1N2,N2.1998B,delta1a
MH445477,A/swine/North_Carolina/A01785540/2018,North Carolina,H1N2,N2.1998B,delta2
MH463595,A/swine/Iowa/A02158715/2018,Iowa,H1N2,N2.2002B,alpha
MH492488,A/swine/Iowa/A02158716/2018,Iowa,H1N2,N2.1998B,delta2
MH540402,A/swine/Iowa/A02169145/2018,Iowa,H1N2,N2.1998B,delta2
MH540404,A/swine/Nebraska/A02169069/2018,Nebraska,H3N2,N2.2002A,cluster_iva
MH463567,A/swine/Iowa/A02158709/2018,Iowa,H3N2,N2.2002B,2010.1
MH463571,A/swine/Iowa/A02158711/2018,Iowa,H1N2,N2.2002A,delta2
MH463591,A/swine/Iowa/A02158714/2018,Iowa,H3N2,N2.2002B,2010.1
MH540390,A/swine/Minnesota/A02158927/2018,Minnesota,H3N2,N2.2002B,2010.1
MH540394,A/swine/Nebraska/A02158848/2018,Nebraska,H1N2,N2.2002A,delta1b
MH540398,A/swine/Missouri/A02169142/2018,Missouri,H3N2,N2.2002A,2010.1
MH561750,A/swine/North_Carolina/A01785552/2018,North Carolina,H3N2,N2.2002B,2010.1
MH477730,A/swine/Minnesota/A01785549/2018,Minnesota,H1N2,N2.1998B,delta2
MH540410,A/swine/Iowa/A02169067/2018,Iowa,H3N2,N2.2002A,2010.1
MH492498,A/swine/Iowa/A02158757/2018,Iowa,H3N2,N2.2002B,2010.1
MH496714,A/swine/North_Carolina/A01785542/2018,North Carolina,H3N2,N2.2002B,2010.1
MH477736,A/swine/North_Carolina/A01785551/2018,North Carolina,H3N2,N2.2002B,2010.1
MH540386,A/swine/Iowa/A02169065/2018,Iowa,H3N2,N2.2002B,2010.1
MH492500,A/swine/Iowa/A02169066/2018,Iowa,H1N2,N2.2002B,delta1a
MH463583,A/swine/Nebraska/A02158807/2018,Nebraska,H3N2,N2.2002A,cluster_iva
MH492492,A/swine/Iowa/A02169071/2018,Iowa,H1N2,N2.2002A,delta1b
MH492494,A/swine/Minnesota/A02169072/2018,Minnesota,H1N2,N2.2002B,delta1a
MH492496,A/swine/Iowa/A02169075/2018,Iowa,H3N2,N2.2002A,2010.1
MH496720,A/swine/Kansas/A01785556/2018,Kansas,H3N2,N2.2002B,cluster_ivb
MH608114,A/swine/Minnesota/A01785557/2018,Minnesota,H1N2,N2.1998,gamma
MH620603,A/swine/Arkansas/A01104113/2018,Arkansas,H1N2,N2.1998B,delta2
MH551253,A/swine/Iowa/A02016889/2018,Iowa,H3N2,N2.2002B,2010.1
MH551249,A/swine/Iowa/A02016890/2018,Iowa,H1N2,N2.2002B,delta1a
MH546128,A/swine/North_Carolina/A01785561/2018,North Carolina,H3N2,N2.2002B,2010.1
MH492503,A/swine/Arkansas/A01678568/2018,Arkansas,H3N2,human_seasonal,2010.2
MH551245,A/swine/Iowa/A02016894/2018,Iowa,H3N2,N2.2002A,2010.1
MH546132,A/swine/Minnesota/A01785562/2018,Minnesota,H3N2,N2.2002B,2010.1
MH561756,A/swine/Minnesota/A01785563/2018,Minnesota,H3N2,N2.2002B,2010.1
MH551261,A/swine/Iowa/A02016898/2018,Iowa,H3N2,N2.2002A,2010.1
MH496722,A/swine/Minnesota/A01785565/2018,Minnesota,H1N2,N2.1998B,delta2
MH546134,A/swine/Minnesota/A01785566/2018,Minnesota,H3N2,N2.2002B,2010.1
MH561744,A/swine/Minnesota/A01785567/2018,Minnesota,H3N2,N2.2002B,2010.1
MH546130,A/swine/North_Carolina/A01785564/2018,North Carolina,H3N2,N2.2002B,2010.1
MH561746,A/swine/Minnesota/A01785568/2018,Minnesota,H3N2,N2.2002B,2010.1
MH595471,A/swine/South_Dakota/A02170160/2018,South Dakota,H1N2,N2.2002A,delta1b
MH595473,A/swine/Illinois/A02170163/2018,Illinois,H1N2,N2.2002B,alpha
MH595475,A/swine/Iowa/A02170011/2018,Iowa,H3N2,N2.2002B,2010.1
MH595467,A/swine/Iowa/A02170162/2018,Iowa,H3N2,N2.2002B,2010.1
MH561748,A/swine/Nebraska/A01785572/2018,Nebraska,H3N2,N2.2002B,2010.1
MH636365,A/swine/Nebraska/A02170164/2018,Nebraska,H1N2,N2.2002B,delta1a
MH595469,A/swine/Oklahoma/A02170161/2018,Oklahoma,H1N2,N2.2002B,alpha
MH540396,A/swine/Iowa/A02169144/2018,Iowa,H1N2,N2.2002B,alpha
MH540406,A/swine/Iowa/A02169153/2018,Iowa,H1N2,N2.1998B,delta2
MH608110,A/swine/Minnesota/A01785575/2018,Minnesota,H1N2,N2.1998,gamma2-beta-like
MH608112,A/swine/Minnesota/A01785578/2018,Minnesota,H1N2,N2.2002A,delta1b
MH636361,A/swine/Oklahoma/A02170297/2018,Oklahoma,H1N2,N2.2002B,alpha
MH680936,A/swine/North_Carolina/A01785579/2018,North Carolina,H3N2,N2.2002B,2010.1
MH629746,A/swine/Arkansas/A01678570/2018,Arkansas,H3N2,human_seasonal,2010.2
